,description,field,desc_id,label,eadid
11582,"[Notes on classification of ESP cases] :: [Koestler, Arthur?]

",Title,7728,{'Unknown'},Coll-146
3559,"Kammerer coincidences in the week ending March 2, 1974 :: [Koestler, Arthur?]

",Title,7729,"{'Omission', 'Unknown'}",Coll-146
1934,"Coincidence :: [Koestler, Cynthia?]

",Title,7730,{'Unknown'},Coll-146
5014,"Merkwurdige Zusammentreffen :: Brinn, Hans Ludwig

",Title,7731,{'Unknown'},Coll-146
11508,"[Accounts of coincidences] :: Bryan, J.

",Title,7732,{'Unknown'},Coll-146
11384,"Visiting Card with message :: Clarke, Arthur, C.

",Title,7733,{'Unknown'},Coll-146
8487,"Seven gardens for Catherine (p 158) : [excerpt] :: Turner, James

",Title,7734,{'Unknown'},Coll-146
2209,"Contemplations on cosmic coincidences :: Whitten, D. J.

",Title,7735,{'Unknown'},Coll-146
10430,"The autobiography of Mark Twain (pp 99-102) : [excerpt] :: Twain, Mark

",Title,7736,{'Unknown'},Coll-146
10776,"The resurrection and the life (p 60-61) : [excerpt] :: Weatherhead, Leslie D.

",Title,7737,{'Unknown'},Coll-146
2969,"Francis Bacon (p.14) : [excerpt] :: Williams, Charles

",Title,7738,{'Unknown'},Coll-146
5098,"My people of the plains : [excerpt] :: Talbot, Ethelbert

",Title,7739,{'Unknown'},Coll-146
11559,"[Excerpt] from Einstein by A. Valentin :: Vallentin, A.

",Title,7740,"{'Omission', 'Unknown'}",Coll-146
7936,"Possible telepathic interaction between Frank and Rosalind Heywood :: Heywood, Rosalind

",Title,7741,{'Unknown'},Coll-146
1883,"Circle of coincidents [sic.], Albany, New York, 1952 :: Meerloo, Joost A. M.

",Title,7742,{'Unknown'},Coll-146
2819,"Excerpt from Die Damonen :: Doderer, Heimito von

",Title,7743,{'Unknown'},Coll-146
10609,"The haunted farm : scientists puzzled as tins float in air ::

",Title,7744,{'Occupation'},Coll-146
3409,"Investigator believes a poltergeist is cause of trouble ::

",Title,7745,{'Occupation'},Coll-146
4044,"Letter :: Kent, Alan",Title,7746,{'Unknown'},Coll-146
4477,"Letter [to the editor] :: Goombridge, A.

",Title,7747,"{'Occupation', 'Unknown'}",Coll-146
4647,"Letter to the editor :: Collishaw, Arthur

",Title,7748,"{'Occupation', 'Unknown'}",Coll-146
4649,"Letter to the editor :: Fowler, John H.

",Title,7749,"{'Occupation', 'Unknown'}",Coll-146
4390,"Letter :: Wedgewood, Maurice

",Title,7750,{'Unknown'},Coll-146
4648,"Letter to the editor :: Ford, Lucy

",Title,7751,"{'Occupation', 'Unknown'}",Coll-146
4652,"Letter to the editor :: Lugg, Margaret

",Title,7752,"{'Occupation', 'Unknown'}",Coll-146
4653,"Letter to the editor :: Moscardi, Peter

",Title,7753,"{'Occupation', 'Unknown'}",Coll-146
4656,"Letter to the editor :: Tanner, G.",Title,7754,"{'Occupation', 'Unknown'}",Coll-146
4459,"Letter :: [McGlashan], Alan

",Title,7755,{'Unknown'},Coll-146
2833,"Extract from Alan McGlashan's letter of Nov.2, 1973 :: McGlashan, Alan

",Title,7756,{'Unknown'},Coll-146
4442,"Letter :: [Haynes?], Renee

",Title,7757,{'Unknown'},Coll-146
4103,"Letter :: Lyall, Francis

",Title,7758,{'Unknown'},Coll-146
4434,"Letter :: [Daryn?], Deborah

",Title,7759,{'Unknown'},Coll-146
3846,"Letter :: Dobie, [?]

",Title,7760,"{'Omission', 'Unknown'}",Coll-146
4433,"Letter :: [D...?], B. C.

",Title,7761,{'Unknown'},Coll-146
4280,"Letter :: Schwartz, Paul Waldo

",Title,7762,{'Unknown'},Coll-146
3907,"Letter :: Gartner, Alice

",Title,7763,{'Unknown'},Coll-146
4399,"Letter :: Whiteman, W. E.

",Title,7764,{'Unknown'},Coll-146
721,"An unexplained coincidence :: Galinski, M.

",Title,7765,{'Unknown'},Coll-146
4478,"Letter [to the editor] :: Liss, Barrie

",Title,7766,"{'Occupation', 'Unknown'}",Coll-146
4475,"Letter [to the editor] :: Bithell, Eileen M.

",Title,7767,"{'Occupation', 'Unknown'}",Coll-146
4405,"Letter :: Williams, John E.

",Title,7768,{'Unknown'},Coll-146
4154,"Letter :: Morly, H.

",Title,7769,{'Unknown'},Coll-146
3970,"Letter :: Hau, Vum Ko
",Title,7770,{'Unknown'},Coll-146
4411,"Letter :: Wood, Barbara

",Title,7771,{'Unknown'},Coll-146
3780,"Letter :: Burroughs, Ronnie

",Title,7772,{'Unknown'},Coll-146
11569,"[Letter to the editor] :: Ledlie, S. C.

",Title,7773,"{'Occupation', 'Unknown'}",Coll-146
3916,"Letter :: Gibbs-Smith, Charles

",Title,7774,{'Unknown'},Coll-146
4346,"Letter :: Thornton, Roy

",Title,7775,{'Unknown'},Coll-146
4396,"Letter :: Whall, John

",Title,7776,{'Unknown'},Coll-146
3905,"Letter :: Garner, Rayner

",Title,7777,{'Unknown'},Coll-146
3856,"Letter :: Eddowes, John

",Title,7778,{'Unknown'},Coll-146
3770,"Letter :: Bridgland, G. C.

",Title,7779,{'Unknown'},Coll-146
4364,"Letter :: V., Fred

",Title,7780,{'Unknown'},Coll-146
7946,"Postcard :: Kirkpatrick, Yvone

",Title,7781,{'Unknown'},Coll-146
4193,"Letter :: Pearce-Higgins, J. D.

",Title,7782,{'Unknown'},Coll-146
4242,"Letter :: Ritchie, H. M.

",Title,7783,{'Unknown'},Coll-146
4167,"Letter :: Nette, Winifred

",Title,7784,{'Unknown'},Coll-146
4237,"Letter :: Repton, Margaret

",Title,7785,{'Unknown'},Coll-146
3890,"Letter :: Fort, Angela

",Title,7786,{'Unknown'},Coll-146
4137,"Letter :: McNaughton, Duncan

",Title,7787,{'Unknown'},Coll-146
4301,"Letter :: Slowinski, Louis

",Title,7788,{'Unknown'},Coll-146
3847,"Letter :: Donahaye, Nadia

",Title,7789,{'Unknown'},Coll-146
532,"A curious coincidence (providential?) :: Moore, E. C.

",Title,7790,{'Unknown'},Coll-146
3809,"Letter :: Cobb, Jean Main

",Title,7791,{'Unknown'},Coll-146
4155,"Letter :: Morrell, David

",Title,7792,{'Unknown'},Coll-146
4439,"Letter :: [Harvie, Robert] Bob

",Title,7793,{'Unknown'},Coll-146
4279,"Letter :: Schors, Walter

",Title,7794,{'Unknown'},Coll-146
3727,"Letter :: Barrington, Rose

",Title,7795,{'Unknown'},Coll-146
4204,"Letter :: Plisner, Fred

",Title,7796,{'Unknown'},Coll-146
4090,"Letter :: Lewis, R.

",Title,7797,{'Unknown'},Coll-146
3817,"Letter :: Cornet, L.

",Title,7798,{'Unknown'},Coll-146
3777,"Letter :: Burmaz, John

",Title,7799,{'Unknown'},Coll-146
3759,"Letter :: Bottomley, Sheila

",Title,7800,{'Unknown'},Coll-146
3938,"Letter :: Gray, Chester, M.

",Title,7801,{'Unknown'},Coll-146
4189,"Letter :: Pateau, Marcel

",Title,7802,{'Unknown'},Coll-146
4047,"Letter :: King, Sir Geoffrey

",Title,7803,"{'Masculine', 'Gendered-Role'}",Coll-146
8347,"Robert McCheyne was born in Edinburgh on 21 May 1813. He was educated at the city's Royal High School and then he studied at Edinburgh University, matriculating in 1827. In 1831, he began studies at Divinity Hall and was licensed to preach in 1835. In November 1835 he was appointed as Assistant to the Rev. John Bonar of Larbert and Dunipace, Stirling. He became a well-known preacher and was ordained to St. Peter's Church, Dundee, in November 1836. In 1839 he was part of a committee sent to Palestine by the General Assembly of the Church of Scotland to collect information about Jews. McCheyne and Andrew Bonar (d. 1892) recorded their journey in Narrative of a mission of inquiry to the Jews (1842). The Rev. Robert McCheyne died on 25 March 1843, and he was buried by St. Peter's Church, Dundee.
Letter :: Tod, Mary",Biographical / Historical,7804,{'Unknown'},Coll-146
4251,"Letter :: Rodger, Ian

",Title,7805,{'Unknown'},Coll-146
3804,"Letter :: Clarke, Arthur C.

",Title,7806,{'Unknown'},Coll-146
4645,"Letter to the editor :: Bergan, Ronald E.

",Title,7807,"{'Occupation', 'Unknown'}",Coll-146
3746,"Letter :: Bland, John H.

",Title,7808,{'Unknown'},Coll-146
4479,"Letter [to the editor] :: Turner, Keith

",Title,7809,"{'Occupation', 'Unknown'}",Coll-146
4138,"Letter :: McVean, Colin

",Title,7810,{'Unknown'},Coll-146
4006,"Letter :: Hurst, Christopher

",Title,7811,{'Unknown'},Coll-146
4191,"Letter :: Peach, Eva

",Title,7812,{'Unknown'},Coll-146
4349,"Letter :: Tilsley, Vincent

",Title,7813,{'Unknown'},Coll-146
3723,"Letter :: Baker, Penny

",Title,7814,{'Unknown'},Coll-146
4378,"Letter :: Walker, Roy

",Title,7815,{'Unknown'},Coll-146
4221,"Letter :: Prior, Angela

",Title,7816,{'Unknown'},Coll-146
4312,"Letter :: Smithson, W. W.

",Title,7817,{'Unknown'},Coll-146
3768,"Letter :: Brett, D. J.

",Title,7818,{'Unknown'},Coll-146
3980,"Letter :: Henderson, C. M. (Pat)

",Title,7819,{'Unknown'},Coll-146
4005,"Letter :: Humphrey, John

",Title,7820,{'Unknown'},Coll-146
4262,"Letter :: Rubinstein, W. D.

",Title,7821,{'Unknown'},Coll-146
4148,"Letter :: Miles, John

",Title,7822,{'Unknown'},Coll-146
4317,"Letter :: Stamp, Frances, Lady

",Title,7823,"{'Gendered-Role', 'Feminine'}",Coll-146
4075,"Letter :: Kynaston Nicholas, G.

",Title,7824,{'Unknown'},Coll-146
4027,"Letter :: Jones, Patrick, L. F.

",Title,7825,{'Unknown'},Coll-146
4388,"Letter :: Webb, Ernest

",Title,7826,{'Unknown'},Coll-146
4655,"Letter to the editor :: Prickett, Margaret

",Title,7827,"{'Occupation', 'Unknown'}",Coll-146
3840,"Letter :: Dettmer, Barbara

",Title,7828,{'Unknown'},Coll-146
4165,"Letter :: Nance, G. L.

",Title,7829,{'Unknown'},Coll-146
7951,"Postcard :: Rotha, Paul

",Title,7830,{'Unknown'},Coll-146
3791,"Letter :: Chabloz, Arnold

",Title,7831,{'Unknown'},Coll-146
7944,"Postcard :: Hall, N. C.

",Title,7832,{'Unknown'},Coll-146
7971,"Postcard showing the Sussex Downs :: Forbes, Alastair

",Title,7833,{'Unknown'},Coll-146
3903,"Letter :: Gardiner, Margaret

",Title,7834,{'Unknown'},Coll-146
4345,"Letter :: Thompson, W. W.

",Title,7835,{'Unknown'},Coll-146
3771,"Letter :: Brinn, Hans Ludwig

",Title,7836,{'Unknown'},Coll-146
4646,"Letter to the editor :: Cass, Raymond A.

",Title,7837,"{'Occupation', 'Unknown'}",Coll-146
4029,"Letter :: Joppien, Rudiger

",Title,7838,{'Unknown'},Coll-146
4444,"Letter :: [Herse?], Dorothy

",Title,7839,{'Unknown'},Coll-146
4657,"Letter to the editor :: Taylor, Julia F.

",Title,7840,"{'Occupation', 'Unknown'}",Coll-146
4359,"Letter :: Turner, Lilian L.

",Title,7841,{'Unknown'},Coll-146
3999,"Letter :: Horwood, Harold

",Title,7842,{'Unknown'},Coll-146
4007,"Letter :: Hutchinson, Mary

",Title,7843,{'Unknown'},Coll-146
4384,"Letter :: Wand, David

",Title,7844,{'Unknown'},Coll-146
3904,"Letter :: Garner, Alan

",Title,7845,{'Unknown'},Coll-146
3767,"Letter :: Braune, M. L.

",Title,7846,{'Unknown'},Coll-146
3974,"Letter :: Hayter, Lord

",Title,7847,"{'Masculine', 'Omission', 'Gendered-Role'}",Coll-146
4311,"Letter :: Smith, [N?]

",Title,7848,{'Unknown'},Coll-146
4115,"Letter :: Mallory, Jean

",Title,7849,{'Unknown'},Coll-146
4331,"Letter :: Sudy, Mrs. Egon

",Title,7850,"{'Omission', 'Feminine', 'Gendered-Role'}",Coll-146
4476,"Letter [to the editor] :: Crawford, Manel Margaret

",Title,7851,"{'Occupation', 'Unknown'}",Coll-146
4225,"Letter :: Quirk, Dudley

",Title,7852,{'Unknown'},Coll-146
4068,"Letter :: Kokantzis, N. A.

",Title,7853,{'Unknown'},Coll-146
4379,"Letter :: Walt, Nicholas J.

",Title,7854,{'Unknown'},Coll-146
4307,"Letter :: Smith, Kathleen

",Title,7855,{'Unknown'},Coll-146
4267,"Letter :: Sakellariou, Becky

",Title,7856,{'Unknown'},Coll-146
3821,"Letter :: Cross, Eric

",Title,7857,{'Unknown'},Coll-146
4292,"Letter :: Shough, Martin L.

",Title,7858,{'Unknown'},Coll-146
11500,"[Account of a coincidence] :: Reece, Jennifer; Reece, D. M.

",Title,7859,{'Unknown'},Coll-146
3871,"Letter :: Fabish, Victor

",Title,7860,{'Unknown'},Coll-146
4110,"Letter :: Macbeth, Ronald

",Title,7861,{'Unknown'},Coll-146
11570,"[Letters and accounts of coincidences and synchronicity] / Marjorie Corbett :: Corbett, Marjorie

",Title,7862,{'Unknown'},Coll-146
3998,"Letter :: Holscher, Renee M.

",Title,7863,{'Unknown'},Coll-146
4053,"Letter :: Knowles, Charles G. W.

",Title,7864,{'Unknown'},Coll-146
2741,"Een geval van objectieve helderziendheid? : beschrijving in briefvorm met gefingeerde namen / door J. G. Busschbach :: Busschbach, J. G. van

",Title,7865,{'Unknown'},Coll-146
11167,"Two accounts of coincidences :: Dunn, H. B.

",Title,7866,{'Unknown'},Coll-146
4042,"Letter :: Kenf

",Title,7867,{'Unknown'},Coll-146
4425,"Letter :: [?], Quentin

",Title,7868,"{'Omission', 'Unknown'}",Coll-146
3705,"Letter :: Allan, Douglas W.

",Title,7869,{'Unknown'},Coll-146
3774,"Letter :: Bryan, J.

",Title,7870,{'Unknown'},Coll-146
3758,"Letter :: Botely, Cicely M.

",Title,7871,{'Unknown'},Coll-146
3852,"Letter :: Dutfield, Kenneth T.

",Title,7872,{'Unknown'},Coll-146
3741,"Letter :: Black, C. F.

",Title,7873,{'Unknown'},Coll-146
4298,"Letter :: Slade, Peggy

",Title,7874,{'Unknown'},Coll-146
3948,"Letter :: Gurley, Robert

",Title,7875,{'Unknown'},Coll-146
3920,"Letter :: Gilmore, Rosalind

",Title,7876,{'Unknown'},Coll-146
3805,"Letter :: Cleary, Kenneth P.",Title,7877,{'Unknown'},Coll-146
3872,"Letter :: Faragher, Joseph T.

",Title,7878,{'Unknown'},Coll-146
3951,"Letter :: Hallenbeck, William H.

",Title,7879,{'Unknown'},Coll-146
4403,"Letter :: Wilkes, David

",Title,7880,{'Unknown'},Coll-146
3893,"Letter :: Fox, Eleanor

",Title,7881,{'Unknown'},Coll-146
3851,"Letter :: Dutfield, Kenneth

",Title,7882,{'Unknown'},Coll-146
4164,"Letter :: Myers, Alan

",Title,7883,{'Unknown'},Coll-146
11552,"[Correspondence and accounts of coincidences and synchronicity] / Marjorie Corbett :: Corbett, Marjorie",Title,7884,{'Unknown'},Coll-146
4088,"Letter :: Levine, Harry

",Title,7885,{'Unknown'},Coll-146
4322,"Letter :: Steer, Barbara D. G.

",Title,7886,{'Unknown'},Coll-146
3945,"Letter :: Guest, Michael

",Title,7887,{'Unknown'},Coll-146
4186,"Letter :: Paran, Yoel

",Title,7888,{'Unknown'},Coll-146
4375,"Letter :: Wales, Alexander P.

",Title,7889,{'Unknown'},Coll-146
4073,"Letter :: Kraft, Margaret

",Title,7890,{'Unknown'},Coll-146
4376,"Letter :: Wales, [Alexander P.]

",Title,7891,{'Unknown'},Coll-146
4135,"Letter :: McLeod, Murdo

",Title,7892,{'Unknown'},Coll-146
3891,"Letter :: Fortner, Imogene

",Title,7893,{'Unknown'},Coll-146
621,"Alan Brien's diary :: Brien, Alan

",Title,7894,{'Unknown'},Coll-146
622,"Alan Brien's diary. Monday :: Brien, Alan

",Title,7895,{'Unknown'},Coll-146
4641,"Letter to the Editor :: A. S.

",Title,7896,"{'Occupation', 'Unknown'}",Coll-146
4409,"Letter :: Winterbottom, Dudley

",Title,7897,{'Unknown'},Coll-146
3843,"Letter :: Dixon, Bernard

",Title,7898,{'Unknown'},Coll-146
3753,"Letter :: Blundell, Geoffrey
",Title,7899,{'Unknown'},Coll-146
3726,"Letter :: Barnfield, Fred

",Title,7900,{'Unknown'},Coll-146
5449,"PSI and Synchronicity : rivals or bedfellows? :: Vaughan, Alan

",Title,7901,{'Unknown'},Coll-146
3372,"Inner voice :: Laithwaite, Eric

",Title,7902,{'Unknown'},Coll-146
5100,"Mysterious Lady S. ::

",Title,7903,"{'Gendered-Role', 'Omission', 'Feminine'}",Coll-146
8080,"Psychic hunch saves her from being killed ::

",Title,7904,{'Gendered-Pronoun'},Coll-146
8178,"Reds ired by 'celebration' :: A. P.

",Title,7905,{'Unknown'},Coll-146
5101,"Mystery which worried MI5 :: Mackenzie, Andrew

",Title,7906,{'Unknown'},Coll-146
8516,"Simultaneous discovery :: Whyte, L. L.

",Title,7907,{'Unknown'},Coll-146
1937,"Coincidences in drama : Brontes, Napoleon and Queen of Scots : authors choice of subjects / by George W. Bishop :: Bishop, George W.

",Title,7908,"{'Gendered-Role', 'Unknown', 'Feminine', 'Generalization'}",Coll-146
3128,"How explain this chain of coincidence? :: Vivian, Francis

",Title,7909,{'Unknown'},Coll-146
533,"A diplomat in drag / by Kellow Chesney :: Chesney, Kellow

",Title,7910,"{'Occupation', 'Unknown'}",Coll-146
4133,"Letter :: McIntosh, S. D.

",Title,7911,{'Unknown'},Coll-146
4760,"Light on a lamp : [letter to the editor] :: Astin, Walter E.

",Title,7912,"{'Occupation', 'Unknown'}",Coll-146
4430,"Letter :: [Bloomfield], Tony

",Title,7913,{'Unknown'},Coll-146
4051,"Letter :: Klosterman, Han

",Title,7914,{'Unknown'},Coll-146
3754,"Letter :: Blundell, Geoffrey

",Title,7915,{'Unknown'},Coll-146
4309,"Letter :: Smith, Nicholas N. J.

",Title,7916,{'Unknown'},Coll-146
3750,"Letter :: Bloomfield, Tony

",Title,7917,{'Unknown'},Coll-146
5016,"Message :: West, Ruth

",Title,7918,{'Unknown'},Coll-146
4017,"Letter :: Jahn, Robert, G.

",Title,7919,{'Unknown'},Coll-146
4275,"Letter :: Saw, Hla Myat

",Title,7920,{'Unknown'},Coll-146
3766,"Letter :: Braud, William

",Title,7921,{'Unknown'},Coll-146
3399,"Internal memorandum :: Bloomfield, I. [Tony]

",Title,7922,{'Unknown'},Coll-146
4453,"Letter :: [Inglis], Brian

",Title,7923,{'Unknown'},Coll-146
4227,"Letter :: Rajyalakshmi Devi, S. R. Y.

",Title,7924,{'Unknown'},Coll-146
11547,"[Completed survey form for] Experiment Garden Corner :: Cutten, John [K.I.B. Foundation]

",Title,7925,{'Unknown'},Coll-146
10789,"The story of psychic science : [excerpt] :: Carrington, H.

",Title,7926,{'Unknown'},Coll-146
8136,"Recording of sudden paranormal changes of body-weight :: Hasted, John B.; Robertson, D.; Spinelli, E.

",Title,7927,{'Unknown'},Coll-146
8305,"Research brief : recording of sudden paranormal changes of body-weight / J.B. Hasted, D. Robertson and E. Spinelli :: Hasted, John B.; Robertson, D.; Spinelli, E.

",Title,7928,{'Unknown'},Coll-146
8068,"Project Daedalus : report for year ending September 1982 / J.B. Hasted :: Hasted, John B.

",Title,7929,{'Unknown'},Coll-146
2828,"Explanatory message :: [West], Ruth

",Title,7930,{'Unknown'},Coll-146
8067,"Project Daedalus : [some comments] :: Osir, Karlis

",Title,7931,{'Unknown'},Coll-146
1852,"Chapter 21 : human levitation :: Hasted, John B.

",Title,7932,{'Unknown'},Coll-146
8081,"Psychology survey. No. 3. Chapter 3 : without awareness / N.F. Dixon and S.H.A. Henley :: Dixon, N. F.; Henley, S. A. H.

",Title,7933,{'Unknown'},Coll-146
3407,"Inverting spectacles : notes from a meeting at Innsbruck with Dr. Scheffler and Professor I. Kohler, on 3. May 1961 :: [Koestler, Arthur?]

",Title,7934,{'Unknown'},Coll-146
2823,"Experiment with Aniseikonic lenses at Queechee Gorge, Vermont, U.S.A., September 21, 1965 :: Bruner, Blanche M.

",Title,7935,{'Unknown'},Coll-146
4986,"Medical research on yoga :: Hoenig, J.

",Title,7936,{'Unknown'},Coll-146
4436,"Letter :: [DuNann], Deborah

",Title,7937,{'Unknown'},Coll-146
4472,"Letter :: [West], Ruth

",Title,7938,{'Unknown'},Coll-146
2751,"Electrodermal reactions to opposite types of autogenic training imagery / William Braud and Donna Masters :: Braud, William; Masters, Donna

",Title,7939,{'Unknown'},Coll-146
602,"Advertisements for balances and weighing systems :: Avery

",Title,7940,{'Unknown'},Coll-146
5017,"Message about Henry Margenau ::

",Title,7941,{'Unknown'},Coll-146
2829,"Explanatory note about correspondence with Henry Margenau and Adrian Dobbs in 1965 :: Heywood, Rosalind

",Title,7942,{'Unknown'},Coll-146
4122,"Letter :: Margenau, Henry

",Title,7943,{'Unknown'},Coll-146
3845,"Letter :: Dobbs, Adrian

",Title,7944,{'Unknown'},Coll-146
10265,"The 'present' in physics / by H.A.C. Dobbs :: Dobbs, Adrian

",Title,7945,{'Unknown'},Coll-146
3058,"H.A.C. Dobbs' visit to Pitcairn Island in 1950 :: [Heywood, Rosalind?]

",Title,7946,{'Unknown'},Coll-146
2631,"Diary of Adrian Dobbs : from the 19th February 1950 to 19th March 1950 :: Dobbs, Adrian
",Title,7947,{'Unknown'},Coll-146
8130,"Recent investigations of microdynamic psychokinesis, with special emphasis on the roles of feedback, effort and awareness / William Braud :: Braud, William

",Title,7948,{'Unknown'},Coll-146
8306,"Research in Parapsychology, 1977 : abstracts and papers from the twentieth annual convention of the Parapsychological Association [...] / William G. Roll, editor :: Roll, William G.: editor Parapsychological Association

",Title,7949,"{'Occupation', 'Unknown'}",Coll-146
8307,"Research in Parapsychology, 1978 : abstracts and papers from the twenty-first annual convention of the Parapsychological Association [...]. PK studies / William G. Roll, editor :: Roll, William G.: editor Parapsychological Association

",Title,7950,{'Unknown'},Coll-146
4753,"Levitation in possession :: Cramer, Marc

",Title,7951,{'Unknown'},Coll-146
2824,"Experimental expansion fo [sic] consciousness : [notes on a seminar] :: [Leary, Timothy?]

",Title,7952,{'Unknown'},Coll-146
2688,"Drugs and Drug Addiction : a symposium chaired by Arthur Koestler : [programme] :: Gottlieb Duttweiler Institute for Economic and Social Studies. Green Meadow Foundation

",Title,7953,{'Unknown'},Coll-146
1910,"Clinical reactions to psilocybin administered in supportive environment :: [Leary, Timothy?]

",Title,7954,{'Unknown'},Coll-146
